description,description_link,country,project_title,notice_type,language,publish_date,project_link,project_id,status,team_leader,borrower,implementing_agency,total_project_cost,commitment_amount,closing_date
"11 (IT-C1) Construction de quatre (4) écoles primaires et de (1) forage subdivisée en 5 lots dans les groupements Agey, Adumi, Abedju, Labho et Kumuru. Lot 1 : EP ATI, Lot 2: EP NYAMILIKI, Lot 3: EP ADEDJU, Lot 4: EP BARAKA et Lot 5: Forage à KUMURU",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354489,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
"Recruitment of a Program Coordinator (Budget, Expenditure Management and Commitment Control)",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354490,Ghana,PFM for Service Delivery Program - P176445,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P176445,P176445,Active,"Raymond Muhula , Smile Kwawukume",Republic of Ghana,Ministry of Finance,US$ 150.00 million,US$ 150.00 million,"September 30, 2027"
"10 (IT-C1) Construction de deux (2) centres de santé et de trois (3) écoles primaires subdivisée en 5 lots dans les groupements de Visoma, Oli, Mobiri, Popo et Wala des chefferies de Zaki et Kaliko-Omi. Lot 1 : CS ATSO-ETAT, Lot 2 : CS ALOGA, Lot 3: EP OM",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354491,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
"10 (IT-C1) Construction de deux (2) centres de santé et de trois (3) écoles primaires subdivisée en 5 lots dans les groupements de Visoma, Oli, Mobiri, Popo et Wala des chefferies de Zaki et Kaliko-Omi. Lot 1 : CS ATSO-ETAT, Lot 2 : CS ALOGA, Lot 3: EP OM",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354492,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
Refurbishment and renovation of Research and Innovation Centers (RICs),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354493,Bangladesh,BD: Enhancing Digital Government & Economy Project - P161086,Invitation for Bids,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P161086,P161086,Active,"Jerome Bezzina , Suparna Roy",People's Republic of Bangladesh,Bangladesh Computer Council,US$ 305.00 million,US$ 295.00 million,"September 30, 2025"
Construction of building of Republican laboratory for quality inspection of agriculture products in Dushanbe,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354494,Tajikistan,Strengthening Resilience of the Agriculture Sector Project - P175952,Invitation for Bids,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175952,P175952,Active,Hazem Hanbal,Republic of Tajikistan,Ministry of Agriculture,US$ 58.00 million,US$ 58.00 million,"June 30, 2027"
"System Integration, Implementation of Portal and User Authentication",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354495,Caribbean,Caribbean Digital Transformation Project - P171528,Invitation for Bids,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171528,P171528,Active,"Marolla Haddad , Axel Rifon Perez, Natalie Nicolaou","Organisation of Eastern Caribbean States (OECS),Saint Lucia,Saint Vincent and the Grenadines,Grenada,Commonwealth of Dominica","OECS Commission,Ministry of Economic Development, Planning, Tourism, ICT and Creative Economy,Ministry of Public Works and Digital Economy of Commonwealth of Dominica,Ministry of Finance, Economic Planning, Sustainable Development and Information Technology of SVG,Department of Public Service, Ministry of Finance of Saint Lucia,Ministry of Infrastructure Development, Public Utilities, Energy, Transport, and Implementation GRD",US$ 94.00 million,US$ 94.00 million,"June 22, 2026"
Purchase and installation of solar panel (for the winning school of the winner of first prize of Youth Debate Competition).,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354496,Kosovo,Kosovo Green Action - P179084,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P179084,P179084,Active,Murat Onur,Balkan Green Foundation (BGF),"Balkan Green Foundation (BGF),Lëvizja FOL (FOL Movement),Open Data Kosovo (ODK)",US$ 0.50 million,US$ 0.50 million,"December 31, 2025"
"Procurement of IT Equipment (Laptops, Switches, CCTV, Connectivity, Biometric device etc. )",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354497,Pakistan,Punjab Urban Land Systems Enhancement Project - P172945,Invitation for Bids,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P172945,P172945,Active,"Dong Kwak , Davison Muchadenyika",Islamic Republic of Pakistan,"Punjab Land Records Authority,Province of Punjab, Board of Revenue",US$ 150.00 million,US$ 150.00 million,"June 30, 2027"
Procurement of goods for adaptation to the implementation of WDS,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354498,Croatia,"Croatia: Towards Sustainable, Equitable and Efficient Education Project - P170178",Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P170178,P170178,Active,Ciro Avitabile,Republic of Croatia,Ministry of Science and Education,US$ 28.90 million,US$ 28.90 million,"June 30, 2026"
Procurement of goods for adaptation to the implementation of WDS,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354499,Croatia,"Croatia: Towards Sustainable, Equitable and Efficient Education Project - P170178",Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P170178,P170178,Active,Ciro Avitabile,Republic of Croatia,Ministry of Science and Education,US$ 28.90 million,US$ 28.90 million,"June 30, 2026"
Procurement of goods for adaptation to the implementation of WDS,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354500,Croatia,"Croatia: Towards Sustainable, Equitable and Efficient Education Project - P170178",Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P170178,P170178,Active,Ciro Avitabile,Republic of Croatia,Ministry of Science and Education,US$ 28.90 million,US$ 28.90 million,"June 30, 2026"
"10 (IT-C1) Construction de deux (2) centres de santé et de trois (3) écoles primaires subdivisée en 5 lots dans les groupements de Visoma, Oli, Mobiri, Popo et Wala des chefferies de Zaki et Kaliko-Omi. Lot 1 : CS ATSO-ETAT, Lot 2 : CS ALOGA, Lot 3: EP OM",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354501,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
Recrutement d'un Spécialiste en Genre et VBG du Projet,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354502,Burundi,Burundi Transport Resilience Project - P172988,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P172988,P172988,Active,"Francis Ovanda Mbele , Peter Taniform","Ministry of Finance, Budget and Economic Planification","Ministry of Infrastructure, Equipment and Housing,Ministry of Trade, Transport, Industry and Tourism",US$ 120.00 million,US$ 120.00 million,"December 31, 2027"
Consultant for the developing of the MTR Report,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354503,Central Asia,Fourth Phase of the Central Asia Regional Links Program - P166820,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P166820,P166820,Active,"Abdul Khalili , Muhammad Zulfiqar Ahmed, Sudeshna Mitra",Ministry of Finance,"Ministry of Transport,Customs Service",US$ 132.00 million,US$ 132.00 million,"October 31, 2026"
Recrutement d'un Spécialiste en Communication au profit de l'UCP-PIF 2,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354504,Cote d'Ivoire,"Forest Investment Project, phase 2 - P175982",Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175982,P175982,Active,"Jean-Dominique Bescond , Idriss Deffry",Republic of Cote d'Ivoire,Ministry of Environment and Sustainable Development,US$ 148.00 million,US$ 148.00 million,"February 28, 2029"
Réhabilitation du bâtiment de la CI (augmentation de la capacité d'accueil supplémentaires et réfection bureaux existant) et l’équipement en mobiliers et réseau informatique,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354505,"Congo, Democratic Republic of",Kinshasa Multisector Development and Urban Resilience Project - P171141,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171141,P171141,Active,"Hyunji Lee , Feriha Mugisha, Didier Tsasa",Democratic Republic of the Congo,"Unité de Coordination et de Management,Cellule Infrastructures,Cellule d'Exécution de Projets Eau",US$ 500.00 million,US$ 500.00 million,"July 31, 2026"
"11 (IT-C1) Construction de quatre (4) écoles primaires et de (1) forage subdivisée en 5 lots dans les groupements Agey, Adumi, Abedju, Labho et Kumuru. Lot 1 : EP ATI, Lot 2: EP NYAMILIKI, Lot 3: EP ADEDJU, Lot 4: EP BARAKA et Lot 5: Forage à KUMURU",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354506,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
"11 (IT-C1) Construction de quatre (4) écoles primaires et de (1) forage subdivisée en 5 lots dans les groupements Agey, Adumi, Abedju, Labho et Kumuru. Lot 1 : EP ATI, Lot 2: EP NYAMILIKI, Lot 3: EP ADEDJU, Lot 4: EP BARAKA et Lot 5: Forage à KUMURU",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354507,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
Recruitment of a Program Coordinator (Resource Mobilisation),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354508,Ghana,PFM for Service Delivery Program - P176445,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P176445,P176445,Active,"Raymond Muhula , Smile Kwawukume",Republic of Ghana,Ministry of Finance,US$ 150.00 million,US$ 150.00 million,"September 30, 2027"
"11 (IT-C1) Construction de quatre (4) écoles primaires et de (1) forage subdivisée en 5 lots dans les groupements Agey, Adumi, Abedju, Labho et Kumuru. Lot 1 : EP ATI, Lot 2: EP NYAMILIKI, Lot 3: EP ADEDJU, Lot 4: EP BARAKA et Lot 5: Forage à KUMURU",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354509,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
"Recrutement d'une (de) société(s) pour produire un modèle numérique de terrain national, un ensemble de cartes multirisques et une étude des risques, y compris les effets du changement climatique pour l'Union des Comores.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354510,Comoros,Comoros Post-Kenneth Recovery and Resilience Project - P171361,Contract Award,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171361,P171361,Active,"Tahir Akbar , Gael Raserijaona",Union of the Comoros,"Ministry of Land-Use and Urban Planning, in charge of Land issues and Land Transport",US$ 45.00 million,US$ 45.00 million,"November 30, 2025"
Social services provision for adults (including the elderly and persons with disabilities),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00354511,Uzbekistan,INnovative SOcial Protection System for inclusiON of Vulnerable People Project - P504420,Request for Expression of Interest,English,"April 28, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P504420,P504420,Active,"Marina Novikova , Vlad Grigoras, Solene Rougeaux",Republic of Uzbekistan,National Agency for Social Protection,US$ 0.00 million,US$ 102.00 million,"June 30, 2029"
